# General
## Title
### Electricity Demand
## Abstract
### ERA5
## Date
### 2024-11-06
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MW hours
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1979-01-01-0000
## End date
### 2024-10-31-2300
## Temporal resolution
### 1 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK
1979-11-30,8709.433333333332,1502.53,10426.519999999999,4667.6866666666665,7593.826666666666,410.96000000000004,7858.11,64537.573333333334,4181.096666666666,1035.49,5504.5,29008.54666666667,10540.85,64756.38,1993.6699999999998,4872.3533333333335,3209.2633333333333,36637.20333333334,1327.9566666666665,748.8166666666667,901.1333333333333,402.06666666666666,996.72,13568.896666666667,17540.583333333332,18213.846666666668,5732.766666666666,6447.716666666666,5047.1433333333325,17785.52,1614.2633333333333,3428.1299999999997,42899.066666666666
1979-12-31,8402.548387096775,1529.4258064516127,10165.829032258065,4881.493548387097,7545.370967741936,500.741935483871,7456.996774193548,60271.477419354844,4246.377419354839,1058.9451612903226,5945.335483870967,28740.01290322581,11023.364516129031,65834.35161290322,2030.383870967742,4632.451612903225,3215.825806451613,34664.36451612903,1340.8064516129032,701.1580645161291,913.3193548387097,429.1677419354839,1088.9193548387098,13428.687096774192,18840.199999999997,17656.948387096774,5856.335483870967,6263.419354838709,5298.232258064517,19264.393548387096,1563.5354838709677,3304.3516129032255,42766.01935483871
1980-01-31,9143.26129032258,1627.0451612903225,11102.925806451613,5713.183870967742,8200.525806451613,578.3290322580646,8816.890322580644,65012.91612903225,4508.638709677419,1171.3935483870966,6508.822580645161,31044.190322580645,11966.53870967742,75175.61612903226,2250.051612903226,5113.68064516129,3408.158064516129,37081.53548387097,1421.4935483870968,762.8741935483871,986.0806451612904,466.67096774193544,1200.0741935483873,14106.451612903225,20209.145161290322,18948.541935483874,6287.183870967742,6744.877419354839,5848.470967741936,20948.28064516129,1746.1967741935484,3620.329032258064,47349.62903225807
1980-02-29,8862.062068965517,1535.9103448275862,10524.658620689654,5397.751724137931,7847.251724137931,547.5103448275862,8364.220689655172,64044.13103448276,4487.948275862069,1187.889655172414,6221.327586206897,29844.862068965518,12159.568965517241,65370.54482758621,2091.8310344827587,4960.875862068965,3283.6,37427.60344827586,1413.0137931034483,783.0655172413793,980.2034482758621,440.77241379310345,1111.3344827586207,13577.520689655172,20287.0,18466.279310344828,5999.9034482758625,6721.693103448276,5463.7,21747.66896551724,1671.448275862069,3533.6068965517243,44728.69310344828
1980-03-31,8525.08064516129,1471.0774193548389,10336.525806451613,4915.151612903226,7532.174193548387,474.4612903225806,8071.103225806452,61706.25806451613,4258.283870967742,1093.4580645161288,5714.890322580645,29083.893548387096,10917.68064516129,64607.44516129032,2002.7677419354839,4783.858064516129,3191.5129032258064,35884.21290322581,1312.6580645161291,757.0645161290323,912.0451612903227,415.2838709677419,1023.4516129032259,13078.04193548387,17743.17096774194,17930.1,5775.322580645161,6461.248387096774,5121.7806451612905,19005.91935483871,1619.7354838709678,3412.106451612903,43605.51612903226
1980-04-30,8044.259999999999,1417.8733333333332,9769.0,4173.286666666667,7229.28,409.77666666666664,7500.1866666666665,59319.670000000006,3731.8533333333335,933.2199999999999,4999.463333333333,26679.92666666667,9564.03,57086.68,1894.1166666666666,4555.05,2930.15,33661.60666666667,1199.6399999999999,729.8433333333334,802.1366666666667,385.5833333333333,904.2866666666666,12478.473333333333,14671.140000000001,16780.673333333332,5212.429999999999,5923.096666666666,4558.03,15499.380000000001,1536.0,3152.4866666666667,37806.83666666667
1980-05-31,7446.445161290322,1314.4161290322581,9088.14193548387,3793.190322580645,6781.887096774193,401.10967741935485,6834.258064516129,56692.13225806452,3484.6096774193547,859.558064516129,4776.403225806452,26378.312903225804,8740.435483870968,48415.87741935484,1780.3612903225805,4340.251612903226,2780.564516129032,33812.76129032258,1139.2838709677421,705.9225806451612,762.6516129032258,346.0774193548387,819.2516129032258,11981.129032258064,12754.222580645162,16220.929032258064,5241.68064516129,5651.745161290322,3979.6806451612906,13821.45806451613,1487.3419354838709,3033.9387096774194,35217.59032258065
1980-06-30,7374.4,1263.4366666666667,9202.043333333333,3703.5,6556.11,497.35,6590.63,56160.20333333334,3522.77,750.8166666666667,5367.12,26606.030000000002,7732.97,46124.14666666666,1753.2833333333333,4383.986666666667,2744.43,34205.166666666664,1125.4266666666667,691.3433333333334,709.9933333333333,342.5133333333333,752.1166666666667,12105.323333333334,11481.869999999999,15893.746666666666,5204.259999999999,5502.736666666667,3719.923333333333,12733.72,1476.9133333333334,2967.11,34034.20333333333
1980-07-31,7351.6354838709685,1285.132258064516,8831.251612903225,3786.3709677419356,6303.770967741935,597.4870967741934,6251.622580645161,56525.467741935485,3283.409677419355,743.3,6253.141935483871,27723.41612903226,7768.4580645161295,45487.95161290323,1890.6741935483872,4372.758064516129,2723.967741935484,36737.62258064516,1145.148387096774,718.667741935484,722.925806451613,371.31612903225806,759.6967741935483,12004.332258064516,10833.59677419355,16009.509677419355,5522.429032258065,5424.677419354839,3682.0354838709677,11729.312903225808,1447.335483870968,2908.238709677419,33790.98064516129
1980-08-31,7107.048387096775,1302.5903225806453,8792.793548387095,3760.0387096774193,6142.345161290323,581.6225806451613,6124.793548387097,55102.78064516129,3509.2709677419352,768.8774193548387,5566.81935483871,27294.667741935482,8137.038709677419,41766.17419354838,1916.9322580645162,4195.245161290322,2707.9387096774194,31919.1,1148.632258064516,613.5451612903227,735.0838709677419,388.01290322580644,758.5387096774194,11908.18064516129,11316.78064516129,15709.435483870968,5231.98064516129,5309.151612903226,3677.541935483871,12565.006451612904,1413.8645161290324,2870.4774193548387,32880.33870967742
1980-09-30,7597.096666666666,1290.7933333333335,9313.063333333334,3747.813333333333,6398.233333333334,467.6566666666667,6649.503333333333,58633.28333333333,3668.6833333333334,828.0366666666666,5088.323333333334,28211.743333333336,8705.166666666666,45776.69666666666,1803.8666666666666,4453.263333333333,2852.4733333333334,36074.36,1184.1899999999998,725.5733333333334,769.0833333333334,338.8833333333333,740.0166666666667,12418.626666666667,12553.233333333334,16628.483333333334,5518.570000000001,5496.173333333334,3785.5033333333336,13745.74,1497.4,3049.4533333333334,35002.11666666667
1980-10-31,7992.68064516129,1373.6451612903227,9565.303225806452,3973.4387096774194,6789.874193548388,408.06451612903226,7142.580645161291,60401.96129032258,3894.796774193548,911.5774193548388,4983.841935483872,27042.58064516129,9652.66451612903,54035.2935483871,1819.1548387096775,4548.535483870968,3006.1483870967745,35383.570967741936,1262.4580645161288,721.6580645161291,828.3870967741935,346.5032258064516,840.7258064516129,12815.28064516129,15351.31935483871,17425.15806451613,5419.083870967742,5960.729032258065,4278.887096774193,16004.070967741936,1506.9354838709678,3205.754838709677,38963.28064516129
1980-11-30,8737.176666666666,1508.3100000000002,10508.55,4674.7266666666665,7548.22,409.2566666666667,7821.5599999999995,64175.11666666667,4168.336666666667,1053.5766666666666,5254.823333333334,28568.366666666665,11145.976666666666,66295.82,2027.5266666666669,4927.9766666666665,3176.4933333333333,36335.78333333333,1339.02,744.8333333333334,898.1133333333333,394.31666666666666,971.7466666666667,13575.71,18389.73,18004.193333333336,5694.8,6443.42,5104.156666666667,18897.22333333333,1640.9399999999998,3455.81,42366.11
1980-12-31,8838.996774193549,1639.093548387097,10575.37741935484,5092.074193548387,7899.6903225806445,487.6225806451613,8032.919354838709,62645.664516129036,4293.151612903226,1074.3870967741937,6007.416129032258,30435.199999999997,11373.306451612903,73151.45483870969,2210.7709677419352,4856.629032258064,3225.4548387096775,35840.13225806452,1355.5774193548389,709.2032258064515,919.7225806451613,460.0258064516129,1136.0967741935483,13764.41935483871,19203.609677419354,18129.75806451613,6123.474193548387,6532.422580645161,5715.609677419355,19842.10322580645,1660.4161290322581,3472.174193548387,43071.606451612904
1981-01-31,9094.577419354839,1648.2709677419355,10860.400000000001,5577.035483870968,8491.061290322581,554.1193548387097,8672.45806451613,63931.335483870964,4445.4580645161295,1109.5516129032258,6586.877419354839,31095.854838709678,11656.954838709677,73077.93548387097,2250.767741935484,5059.558064516129,3251.6838709677418,36994.23225806451,1388.4806451612903,770.3419354838709,951.9290322580645,478.0225806451613,1195.5419354838712,13782.45806451613,19850.07741935484,18387.945161290325,6316.848387096774,6687.403225806452,5831.196774193549,20158.645161290322,1760.2806451612903,3588.1322580645165,44753.91612903225
1981-02-28,9093.57142857143,1588.5285714285715,10901.903571428571,5347.482142857143,8581.417857142858,526.0928571428572,8589.964285714286,65292.12857142857,4373.596428571428,1099.9,6287.710714285714,31389.614285714284,11638.953571428572,73857.63571428572,2183.5285714285715,4992.064285714286,3304.789285714286,38063.59642857143,1373.3678571428572,788.9821428571429,934.9250000000001,455.6107142857143,1136.2642857142857,13868.367857142857,19189.985714285714,18404.05,6183.328571428572,6701.189285714286,5583.871428571429,20255.696428571428,1741.9107142857142,3558.328571428571,46018.50357142858
1981-03-31,8333.835483870967,1423.5290322580645,10093.325806451612,4469.316129032258,7670.509677419354,437.15161290322584,7786.048387096775,61193.50967741936,4169.416129032258,1081.032258064516,5270.851612903226,27998.625806451615,11242.258064516129,58781.25806451613,1936.6580645161291,4664.5419354838705,3116.974193548387,35712.05806451613,1283.4,749.2387096774194,898.5967741935484,394.8032258064516,951.2483870967742,12970.26129032258,18440.42580645161,17602.551612903226,5591.703225806451,6209.658064516128,4796.4,19639.90322580645,1605.8645161290324,3319.1645161290326,41680.3064516129
1981-04-30,7747.92,1351.4466666666667,9745.216666666667,4095.053333333333,6702.23,412.12666666666667,7283.973333333333,58615.903333333335,3715.1033333333335,957.4066666666666,4827.546666666666,26772.70333333333,9838.84,53153.57,1806.19,4464.506666666667,2908.2033333333334,33406.36666666667,1206.6333333333334,724.73,814.5366666666666,357.1166666666667,862.7266666666667,12372.84,15017.703333333333,16705.423333333332,5421.256666666667,5850.11,4367.08,15773.566666666668,1503.6766666666667,3115.016666666667,38501.666666666664
1981-05-31,7373.9838709677415,1273.5129032258064,9191.36129032258,3769.474193548387,6589.612903225807,396.53225806451616,6733.038709677419,57061.19677419355,3503.9548387096775,828.0677419354838,4756.932258064516,26258.93870967742,8674.209677419354,48851.13870967742,1749.7387096774194,4353.5419354838705,2798.329032258064,33371.89677419355,1131.016129032258,710.9645161290323,736.5354838709677,332.38709677419354,793.5935483870968,12075.906451612902,12839.693548387097,16058.43870967742,5279.087096774194,5531.8677419354835,3856.8516129032255,13650.829032258065,1485.3806451612904,2982.858064516129,35326.39677419355
1981-06-30,7400.8,1265.32,9212.8,3717.0966666666664,6471.486666666667,495.21666666666664,6589.2266666666665,56249.64666666666,3528.8766666666666,762.5833333333334,5637.266666666666,28032.416666666668,8109.44,45556.31333333333,1784.3666666666666,4434.803333333333,2760.836666666667,35454.72,1136.6433333333334,691.9566666666667,716.4266666666666,342.60999999999996,742.19,12143.896666666667,12069.653333333332,16066.483333333334,5481.033333333334,5496.923333333334,3708.96,13034.266666666666,1494.8,2984.9033333333336,34271.926666666666
1981-07-31,7358.574193548387,1282.6999999999998,8760.054838709677,3757.738709677419,6345.745161290322,587.316129032258,6159.416129032258,56623.21290322581,3286.1451612903224,742.4193548387096,6073.787096774194,28051.74193548387,7840.445161290322,45100.06129032258,1904.164516129032,4429.603225806452,2714.841935483871,37196.07419354839,1138.8548387096773,721.3451612903226,722.7290322580644,369.95806451612907,749.7064516129033,11990.87741935484,11055.654838709677,16027.696774193548,5676.299999999999,5451.200000000001,3670.703225806452,11754.803225806452,1457.4354838709678,2913.0387096774193,33508.33548387097
1981-08-31,7151.416129032258,1303.2129032258065,8790.935483870968,3765.6677419354837,6093.590322580645,577.0677419354838,6135.606451612903,55239.59354838709,3473.6516129032257,765.1354838709677,5374.283870967742,26912.793548387097,8240.187096774192,41870.57419354839,1914.6677419354837,4232.419354838709,2721.841935483871,31295.31612903226,1153.1354838709676,615.0967741935484,731.9548387096773,386.22258064516126,752.8290322580646,11874.380645161289,11443.283870967742,15762.619354838711,5256.56129032258,5376.700000000001,3718.764516129032,12581.387096774193,1411.2451612903226,2887.829032258064,32962.84193548387
1981-09-30,7618.47,1295.8133333333333,9312.466666666667,3732.6966666666663,6524.696666666667,499.71,6597.406666666667,58671.01,3663.7233333333334,832.8166666666667,5116.320000000001,27887.196666666667,8866.4,46329.69666666666,1824.8066666666666,4478.45,2853.1666666666665,36115.04,1184.8933333333334,724.23,770.45,341.35333333333335,750.52,12404.25,12540.653333333332,16650.87,5485.2266666666665,5483.626666666666,3762.1366666666668,13861.026666666667,1505.99,3033.7466666666664,34940.683333333334
1981-10-31,7836.335483870967,1351.4774193548387,9629.570967741936,3866.006451612903,6788.390322580645,437.84838709677416,7037.890322580645,60377.83225806452,3871.5032258064516,890.941935483871,5002.148387096774,26629.432258064517,9432.067741935483,53151.319354838706,1789.5548387096774,4522.1903225806445,3032.8483870967743,35178.22258064516,1250.0354838709677,722.7258064516129,815.0709677419355,339.5483870967742,811.7064516129033,12836.048387096775,14929.683870967743,17324.470967741934,5299.88064516129,5883.419354838709,4171.712903225806,15600.277419354838,1488.2129032258065,3166.064516129032,39381.512903225805
1981-11-30,8644.746666666666,1543.8333333333333,10336.676666666666,4944.916666666667,7513.656666666667,422.6166666666667,7716.243333333333,64110.37,4166.266666666666,1026.7866666666666,5845.15,27555.68,10584.99,62962.89666666666,2012.1866666666667,4887.5233333333335,3158.83,36754.32,1321.6899999999998,740.7199999999999,884.9066666666666,429.7566666666667,1093.9,13428.873333333333,17577.933333333334,18002.739999999998,5420.986666666667,6455.583333333333,5265.8933333333325,18083.460000000003,1607.6233333333332,3419.1266666666666,41825.59333333334
1981-12-31,8899.193548387097,1611.7354838709678,10757.774193548386,5060.9,7821.11935483871,479.0290322580645,8213.0,64106.51935483871,4589.970967741936,1117.1032258064515,5929.287096774194,28330.92580645161,11594.448387096774,69945.7258064516,2166.493548387097,4883.329032258065,3370.735483870968,35498.29677419355,1391.0483870967741,708.4451612903225,949.8677419354839,452.68387096774194,1136.1451612903227,14217.987096774194,21112.570967741933,18496.55806451613,5745.093548387096,6494.43870967742,5595.451612903225,21780.17096774194,1647.4709677419355,3485.235483870968,47448.12903225807
1982-01-31,9017.722580645162,1590.0612903225806,11054.351612903227,5440.832258064515,7981.083870967742,529.5612903225807,8959.077419354839,64985.97419354838,4628.8387096774195,1176.3935483870966,6145.9548387096775,29237.593548387096,12681.703225806452,68343.80967741935,2196.6000000000004,5109.8677419354835,3373.9387096774194,35961.858064516135,1396.6,771.8612903225807,970.9580645161291,450.65161290322584,1149.4096774193547,13987.748387096775,20539.164516129033,18585.21612903226,6066.116129032258,6630.56129032258,5668.261290322581,21378.67096774194,1728.1225806451614,3632.509677419355,46641.8
1982-02-28,9087.407142857142,1579.925,10672.55357142857,5529.932142857143,7951.903571428571,559.6285714285715,8716.185714285715,64913.66428571429,4416.714285714285,1125.7392857142856,6418.5142857142855,30355.928571428572,11529.610714285713,67698.41785714285,2192.167857142857,5084.071428571428,3261.828571428571,37905.700000000004,1384.3285714285714,785.9714285714286,952.2928571428572,455.75,1139.1535714285715,13707.285714285714,18543.657142857144,18512.789285714283,6049.846428571429,6813.217857142858,5696.996428571429,19770.85714285714,1726.707142857143,3625.542857142857,44334.525
1982-03-31,8634.090322580645,1490.1741935483872,10345.76129032258,4923.003225806452,7774.993548387097,482.96451612903223,7999.506451612903,62169.38064516129,4130.154838709677,1016.4064516129032,5805.032258064516,28617.66129032258,10472.416129032259,64680.87741935484,2027.5064516129034,4764.8387096774195,3162.6483870967745,36653.84193548388,1267.5709677419354,761.1387096774193,872.7483870967742,421.1774193548387,1026.593548387097,13101.896774193548,16834.84193548387,17680.22258064516,5663.332258064515,6437.8677419354835,5208.509677419354,17659.145161290322,1641.406451612903,3383.793548387097,42162.35161290322
1982-04-30,7945.179999999999,1406.8966666666668,9761.266666666666,4202.076666666667,7036.213333333333,408.1566666666667,7405.583333333333,58858.25666666667,3713.15,944.85,4998.026666666667,26521.806666666664,9554.4,55498.38333333333,1883.5266666666669,4544.929999999999,2905.4433333333336,33776.13333333333,1198.0866666666666,723.48,806.8766666666667,376.4133333333333,911.7833333333333,12394.793333333333,14826.963333333335,16723.523333333334,5278.16,5988.52,4605.683333333333,15583.853333333333,1518.8666666666666,3144.96,37730.666666666664
1982-05-31,7339.393548387097,1269.3161290322582,9172.599999999999,3699.8612903225808,6627.4,405.3451612903226,6776.358064516129,56554.88387096774,3527.174193548387,834.5903225806452,4864.18064516129,26288.335483870967,8665.7,48357.41612903225,1747.6387096774195,4327.445161290322,2804.1096774193547,33637.116129032256,1129.774193548387,709.3129032258065,735.5032258064516,332.73225806451615,787.4129032258064,11992.36129032258,13113.545161290323,15927.174193548388,5188.403225806452,5498.164516129033,3784.0354838709677,13895.077419354839,1487.3774193548386,3000.793548387097,35298.651612903224
1982-06-30,7433.916666666667,1269.8,9231.996666666668,3687.3799999999997,6488.8099999999995,471.0833333333333,6583.9,56986.44666666666,3564.2233333333334,769.7733333333333,5620.77,27653.86,8275.45,45521.65,1800.5833333333333,4454.03,2740.4866666666667,36241.4,1127.1766666666667,699.24,714.5066666666667,350.03,746.8733333333333,12288.78,12034.99,16024.843333333332,5309.713333333333,5504.33,3723.266666666667,13292.736666666666,1507.8933333333334,2977.2799999999997,34219.77
1982-07-31,7367.193548387097,1292.7290322580645,8746.429032258064,3743.777419354839,6298.912903225806,530.1774193548387,6079.616129032258,56839.83225806452,3280.8709677419356,739.2096774193549,6052.403225806452,28874.516129032258,7829.187096774193,45694.809677419355,1954.616129032258,4440.554838709678,2713.1645161290326,39533.95161290323,1132.1225806451614,717.4677419354839,722.2193548387097,377.90967741935486,756.6709677419354,12114.993548387096,10854.029032258066,16063.425806451613,5452.725806451613,5411.703225806451,3682.4225806451614,11688.40322580645,1473.9225806451611,2903.1354838709676,33332.783870967745
1982-08-31,7191.990322580646,1297.8032258064516,8820.893548387097,3759.490322580645,6179.067741935484,562.0999999999999,6112.8677419354835,56105.209677419356,3552.5709677419354,765.5322580645161,5513.622580645161,26840.554838709675,8157.238709677419,41894.13548387097,1915.7483870967742,4254.551612903226,2725.590322580645,31747.787096774195,1160.4032258064517,618.2032258064515,734.6354838709677,386.4,749.5516129032258,12014.867741935484,11319.770967741937,16017.151612903226,5256.538709677419,5347.693548387097,3654.051612903226,12599.629032258064,1423.5870967741935,2893.0225806451613,33048.17741935484
1982-09-30,7571.416666666667,1293.51,9270.24,3702.1966666666663,6435.77,513.4466666666666,6466.683333333333,58903.189999999995,3665.4966666666664,824.55,5321.71,27454.963333333333,8751.130000000001,46167.64333333333,1853.9833333333333,4511.42,2852.39,36773.43,1181.9366666666667,723.5666666666667,763.37,346.18666666666667,743.5566666666667,12451.626666666667,12795.49,16544.77,5524.0,5545.0233333333335,3703.1,13875.786666666665,1511.9233333333332,3013.5466666666666,35219.96333333333
1982-10-31,7703.700000000001,1353.3096774193548,9366.174193548388,3975.1451612903224,6688.596774193548,414.2967741935484,6895.7225806451615,59751.22580645161,3776.0774193548386,909.9645161290323,4959.093548387096,26391.490322580645,9635.051612903226,52348.399999999994,1784.032258064516,4498.216129032258,2963.025806451613,34725.34193548388,1241.1774193548388,710.8290322580646,821.9483870967742,341.07096774193553,825.5774193548388,12608.006451612904,14584.099999999999,17091.81935483871,5264.474193548387,5870.11935483871,4189.3,15430.383870967742,1487.6387096774195,3142.525806451613,37895.790322580644
1982-11-30,8460.6,1499.5766666666668,10171.766666666666,4900.65,7431.843333333333,420.9566666666667,7693.6466666666665,63766.04,4107.263333333333,977.98,5727.553333333333,28558.816666666666,10221.3,60200.59333333334,1968.4833333333333,4855.263333333333,3203.04,36207.206666666665,1304.3533333333332,742.51,863.9133333333334,401.43,1041.99,13406.75,16874.54333333333,17753.283333333333,5738.1466666666665,6482.296666666666,5206.87,17165.296666666665,1596.5166666666667,3383.3766666666666,41807.560000000005
