# General
## Title
### Electricity Demand
## Abstract
### ERA5
## Date
### 2024-12-06
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MW hours
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1979-01-01-0000
## End date
### 2024-10-31-2300
## Temporal resolution
### 1 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK
1979-11-30,6270797.3,1081815.2,7507084.8,3360732.3,5467555.5,295897.6,5657838.3,46467053.7,3010385.4,745556.2,3963241.8,20886159.2,7589419.6,46624589.6,1435440.1,3508095.9,2310666.5,26378788.5,956128.1,539145.4,648818.8,289496.1,717640.4,9769608.2,12629223.3,13113970.0,4127592.6,4642356.4,3633944.4,12805574.1,1162270.0,2468249.2,30887322.7
1979-12-31,6251501.0,1137901.8,7563372.0,3631824.2,5613755.0,372554.4,5548009.0,44841980.4,3159300.9,787856.5,4423330.5,21382570.2,8201384.1,48980760.6,1510609.0,3446542.5,2392575.5,25790290.2,997566.0,521663.3,679510.3,319305.2,810157.6,9990940.200000001,14017112.2,13136769.3,4357110.4,4659985.8,3941883.0,14332715.9,1163279.5,2458438.2,31817922.6
1980-01-31,6802587.5,1210518.3,8260580.6,4250603.7,6101186.2,430268.3,6559773.8,48369610.6,3354427.5,871521.5,4842564.6,23096877.4,8903107.9,55930651.0,1674043.5,3804584.6,2535672.9,27588665.6,1057593.0,567580.3,733646.0,347203.6,892857.7,10495189.6,15035596.0,14097711.6,4677666.1,5018187.7,4351262.9,15585516.8,1299171.7,2693524.7,35228127.6
1980-02-29,6167998.3,1068988.7,7325161.6,3756831.0,5461684.2,381068.0,5821503.2,44574715.3,3123612.9,826773.2,4330047.7,20772019.9,8463062.4,45497897.9,1455909.8,3452764.9,2285381.5,26049609.3,983460.2,545013.5,682215.1,306779.5,773492.1,9449953.5,14119750.7,12852527.6,4175933.6999999997,4678297.0,3802739.5,15136375.6,1163331.0,2459393.2,31131165.5
1980-03-31,6342656.0,1094486.3,7690382.3,3656869.0,5603938.2,352999.2,6004898.5,45909464.2,3168167.6,813531.1,4251865.7,21638421.7,8122756.8,48067936.2,1490060.2,3559191.3,2374486.0,26697854.8,976617.2,563257.4,678571.7,308970.8,761453.2,9730062.7,13200920.7,13340000.3,4296841.5,4807167.5,3810602.0,14140405.4,1205078.8,2538605.3,32442505.4
1980-04-30,5791865.2,1020861.7,7033677.2,3004756.4,5205083.6,295031.4,5400132.3,42710165.3,2686940.1,671912.7999999999,3599616.8,19209541.0,6886099.3,41102407.5,1363758.5,3279634.1,2109708.7,24236357.6,863738.3,525491.9,577535.5,277618.7,651088.9,8984505.0,10563228.0,12082085.2,3752945.7,4264630.8,3281784.9,11159554.0,1105919.6,2269787.4,27220925.7
1980-05-31,5540153.5,977932.3,6761575.9,2822126.7,5045723.6,298419.6,5084694.2,42178945.6,2592551.9,639512.7,3553647.9,19625463.1,6502888.8,36021411.8,1324593.5,3229145.8,2068736.3,25156701.8,847628.1,525206.6,567410.5,257483.0,609517.6,8913952.5,9489145.0,12068370.8,3899814.6,4204895.2,2960887.5,10283164.5,1106584.5,2257253.5,26201889.6
1980-06-30,5309570.0,909670.4,6625478.0,2666521.2,4720397.4,358090.8,4745247.8,40435343.4,2536397.4,540586.2,3864320.3,19156345.8,5567739.1,33209380.9,1262364.3,3156472.7,1975988.0,24627715.2,810310.6,497768.7,511188.4,246608.1,541524.4,8715838.2,8266953.3,11443497.6,3747068.4,3961966.1999999997,2678344.4,9168275.4,1063373.5,2136321.9,24504621.7
1980-07-31,5469616.1,956145.0,6570450.3,2817061.4,4690006.7,444529.8,4651203.9,42054954.4,2442855.4,553017.2,4652346.7,20626219.1,5779741.4,33843039.7,1406660.1,3253330.3,2026636.8,27332794.7,851993.9,534690.3,537857.0,276265.5,565215.1,8931224.9,8060194.4,11911072.8,4108691.1,4035964.6,2739437.4,8726611.2,1076815.1,2163735.2,25140485.0
1980-08-31,5287640.4,969123.6,6541829.8,2797464.8,4569904.6,432726.5,4556845.5,40996470.6,2610906.5,572052.2,4141708.7,20307234.3,6053955.1,31074027.7,1426197.4,3121259.9,2014708.3,23747811.5,854585.9,456473.7,546908.4,288681.8,564345.9,8859690.9,8419687.5,11687823.9,3892586.7,3950009.5,2736088.3,9348367.6,1051924.1,2135633.2,24462974.9
1980-09-30,5469910.2,929367.6,6705414.1,2698423.5,4606729.4,336718.8,4787641.2,42215962.4,2641452.0,596194.6,3663597.3,20312457.7,6267714.8,32959218.6,1298781.4,3206341.3,2053780.8,25973535.3,852614.1,522412.7,553743.6,243996.9,532809.9,8941410.9,9038325.1,11972513.4,3973369.5,3957236.5,2725566.8,9896941.8,1078125.3,2195607.9,25201516.4
1980-10-31,5946550.9,1021991.5,7116582.3,2956236.9,5051666.7,303604.7,5314083.399999999,44939063.9,2897724.2,678216.2,3707983.4,20119679.7,7181578.9,40202262.5,1353455.4,3384111.7,2236569.4,26325379.8,939264.3,536918.8,616325.4,257803.7,625496.0,9534569.8,11421385.2,12964317.7,4031798.1999999997,4434772.4,3183495.5,11907033.9,1121160.1,2385075.7,28988675.1
1980-11-30,6290765.2,1085980.4,7566154.7,3365806.5,5434713.9,294664.5,5631523.4,46206078.9,3001208.0,758571.8,3783471.1,20569229.4,8025107.2,47732989.0,1459817.4,3548142.3,2287072.2,26161763.6,964089.2,536283.5,646636.9,283906.3,699661.8,9774506.9,13240599.0,12963020.3,4100258.6,4639259.4,3674992.2,13605996.1,1181481.1,2488180.2,30503603.3
1980-12-31,6576214.5,1219485.5,7868076.5,3788504.2,5877374.8,362786.8,5976491.7,46608379.5,3194103.5,799345.4,4469515.2,22643787.6,8461736.5,54424678.3,1644809.2,3613329.2,2399743.5,26665061.8,1008552.3,527641.7,684270.6,342267.6,845261.5,10240723.8,14287487.7,13488542.4,4555867.3,4860125.9,4252413.7,14762517.3,1235339.5,2583301.2,32045270.5
1981-01-31,6766363.3,1226312.1,8080133.1,4149314.2,6317353.5,412268.2,6452309.8,47564914.5,3307416.8,825504.0,4900639.7,23135315.7,8672776.5,54369985.0,1674570.4,3764302.3,2419259.1,27523704.4,1033034.9,573137.6,708238.2,355654.2,889482.3,10254147.9,14768454.4,13680630.1,4699731.0,4975429.8,4338411.4,14998033.2,1309646.3,2669566.5,33296910.7
1981-02-28,6110876.4,1067490.1,7326075.6,3593504.6,5766705.5,353536.5,5772449.8,43876308.9,2939056.9,739132.6,4225345.1,21093821.1,7821381.9,49632333.3,1467328.8,3354673.0,2220814.5,25578743.0,922898.1,530203.8,628264.2,306171.7,763572.4,9319544.2,12895672.5,12367524.6,4155196.9,4503198.399999999,3752362.7,13611826.0,1170562.0,2391205.2,30924436.2
1981-03-31,6200372.3,1059101.9,7509430.9,3325172.9,5706861.5,325240.3,5792814.2,45527968.2,3102043.3,804289.4,3921513.6999999997,20830979.2,8364234.1,43733251.1,1440881.9,3470422.2,2319032.6,26569768.0,954841.8,557430.7,668551.6,293730.3,707727.8,9649876.2,13719684.6,13096294.4,4160219.3,4619977.6,3568516.6,14612095.3,1194765.9,2469460.7,31010152.4
1981-04-30,5578498.9,973046.7000000001,7016553.4,2948438.5,4825608.2,296733.6,5244462.9,42203450.6,2674868.4,689327.6,3475832.5,19276343.5,7083962.7,38270564.5,1300453.2,3214446.4,2093913.1,24052584.7,868775.0,521810.60000000003,586468.3,257121.8,621159.2,8908447.0,10812749.8,12027903.0,3903298.1,4212074.8,3144293.9,11356970.2,1082639.6,2242809.9,27721203.5
1981-05-31,5486244.7,947498.9,6838366.9,2804497.1,4902667.4,295016.8,5009383.9,42453528.5,2606940.4,616090.1,3539160.1,19536650.2,6453615.4,36345249.7,1301806.1,3239029.0,2081959.2,24828691.7,841473.9,528963.1,547980.9,247294.9,590432.0,8984471.1,9552730.3,11947474.4,3927642.0,4115708.4,2869491.5,10156216.6,1105124.2,2219242.2,26282833.6
1981-06-30,5328574.1,911030.7,6633222.1,2676309.9,4659463.6,356553.1,4744242.3,40499742.8,2540789.9,549062.4,4058827.5,20183339.5,5838793.2,32800539.9,1284753.2,3193052.9,1987809.9,25527399.0,818383.9,498205.7,515831.9,246672.4,534384.9,8743601.7,8690144.0,11567865.9,3946341.2,3957783.6,2670449.3,9384669.3,1076257.2,2149129.0,24675784.8
1981-07-31,5474777.0,954326.9,6517487.1,2795755.0,4721236.6,436953.9,4582606.9,42127669.6,2444886.3,552355.8,4518901.3,20870496.8,5833284.7,33554450.4,1416700.2,3295627.2,2019846.5,27673879.6,847310.3,536684.6,537708.7,275249.1,557776.8,8921211.1,8225406.6,11924604.1,4223163.100000001,4055691.9,2730996.0,8745577.1,1084332.7,2167296.8,24930202.9
1981-08-31,5320654.5,969598.4,6540458.5,2801649.6,4533632.1,429335.1,4564889.2,41098262.1,2584394.2,569266.9,3998469.6,20023116.5,6130687.6,31151709.7,1424516.3,3148920.2,2025050.4,23283710.1,857936.3,457632.6,544576.8,287351.0,560099.8,8834546.5,8513804.5,11727387.1,3910871.6,4000263.5,2766762.5,9360550.0,1049965.2,2148541.2,24524348.6
1981-09-30,5485299.0,932976.4,6704977.8,2687541.5,4697785.6,359792.7,4750132.6,42243129.0,2637883.2,599623.4,3683746.7,20078777.8,6383806.9,33357381.6,1313862.2,3224475.8,2054268.7,26002832.7,853125.0,521450.1,554733.9,245773.4,540374.5,8931064.2,9029268.3,11988624.3,3949366.4,3948213.1,2708740.2,9979940.9,1084312.8,2184293.8,25157294.7
1981-10-31,5830233.7,1005500.8,7164404.3,2876306.0,5050560.5,325762.4,5236195.1,44921105.3,2880397.8,662861.5,3721595.1,19812297.4,7017459.1,39544580.1,1331429.7,3364502.6,2256445.7,26172599.7,930024.0,537708.6,606410.4,252621.6,603912.2,9550018.4,11107680.8,12889401.5,3943108.4,4377269.0,3103753.4,11606613.2,1107232.5,2355554.7,29299843.1
1981-11-30,6224215.6,1111558.8,7442404.8,3560340.4,5409832.6,304281.4,5555690.1,46159467.8,2999714.9,739284.8,4208507.5,19840087.7,7621203.0,45333279.6,1448775.2,3519018.8,2274362.3,26463117.8,951614.4,533315.4,637127.8,309423.4,787604.8,9668787.6,12656108.7,12961972.5,3903109.5,4648018.3,3791447.2,13020084.7,1157488.4,2461772.1,30114422.2
1981-12-31,6621001.3,1199138.4,8003788.9,3765314.1,5818914.2,356398.89999999997,6110471.1,47695246.2,3414938.2,831128.1,4411390.9,21078206.9,8626268.3,52039621.4,1611864.5,3633193.0,2507823.3,26410731.8,1034938.7,527086.6,706705.8,336799.0,845302.0,10578187.2,15707749.8,13761438.8,4274351.6,4831862.5,4163015.6,16204450.8,1225721.9,2593007.5,35301408.7
1982-01-31,6709185.5,1183015.1,8224438.2,4047979.4,5937932.2,393991.4,6665548.2,48349571.6,3443855.3,875234.5,4572587.9,21752766.0,9435185.0,50847790.5,1634278.1,3801735.8,2510209.7,26755621.9,1039066.1,574266.9,722386.2,335281.4,855156.4,10406882.2,15281136.8,13827404.3,4513188.7,4933137.2,4217185.1,15905732.2,1285724.4,2702584.1,34701501.7
1982-02-28,6106730.8,1061709.1,7171952.3,3716110.3,5343677.5,376070.1,5857279.1,43621982.5,2968039.4,756501.3,4313240.8,20399182.7,7747901.3,45493338.4,1473131.6,3416491.4,2191946.9,25472632.2,930268.4,528176.8,639944.5,306264.3,765516.2,9211297.5,12461340.6,12440595.0,4065500.1,4578484.6,3828383.0,13286020.8,1160348.8,2436364.0,29792794.400000002
1982-03-31,6423760.6,1108693.0,7697246.9,3662713.5,5784595.2,359324.9,5951632.7,46254021.9,3072831.3,756207.2,4318944.9,21291535.0,7791473.1,48122579.8,1508462.6,3545038.4,2353006.2,27270464.5,943074.4,566291.5,649323.0,313349.5,763780.4,9747817.0,12525120.6,13154089.1,4213518.1,4789784.9,3875128.2,13138402.6,1221202.3,2517539.0,31368787.2
1982-04-30,5720528.6,1012969.4,7028106.2,3025491.6,5066071.8,293878.9,5332024.9,42377946.1,2673463.1,680285.5,3598578.7,19095698.3,6879162.2,39958832.4,1356140.2,3272348.5,2091912.9,24318814.4,862623.8,520904.0,580952.5,271009.4,656485.1,8924250.3,10675416.4,12040937.0,3800277.5,4311729.2,3316091.3,11220371.9,1093583.6,2264368.4,27166078.0
1982-05-31,5460507.3,944377.6,6824422.5,2752696.3,4930786.9,301568.6,5041611.2,42076831.7,2624212.4,620932.1,3618946.3,19558520.7,6447281.5,35977915.6,1300238.1,3219621.4,2086253.0999999999,25026011.5,840550.2,527730.6,547217.9,247556.7,585833.6,8922309.5,9756479.7,11849818.2,3860175.3,4090628.9,2815326.6,10337933.4,1106608.6,2232596.1,26262196.1
1982-06-30,5352416.4,914258.8,6647038.0,2654917.9,4671950.4,339177.9,4740404.5,41030236.4,2566238.6,554243.7,4046954.9,19910778.7,5958330.4,32775586.0,1296420.4,3206905.3,1973152.7,26093803.7,811576.7,503455.2,514446.5,252018.3,537753.6,8847918.2,8665189.8,11537885.8,3822993.3,3963112.9,2680751.9,9570768.1,1085676.9,2143637.8,24638238.2
1982-07-31,5481196.6,961787.6,6507348.5,2785369.7,4686392.0,394458.1,4523231.7,42288839.9,2440970.0,549979.4,4502990.3,21482630.2,5824918.2,33996938.6,1454227.2,3303768.3,2018591.8,29413261.4,842308.7,533795.2,537330.5,281167.8,562958.3,9013559.6,8075402.3,11951185.2,4056827.7,4026304.1,2739724.9,8696177.0,1096601.0,2159937.6,24799589.3
1982-08-31,5350842.0,965563.5,6562742.1,2797058.4,4597223.3,418205.3,4547975.3,41742275.8,2643108.5,569559.4,4102143.1,19969369.6,6068985.0,31169233.0,1425313.3,3165380.6,2027836.7,23620350.3,863342.4,459941.4,546567.8,287485.2,557671.3,8939056.9,8421909.7,11916758.7,3910865.7,3978680.1,2718603.8,9374125.9,1059145.2,2152412.5,24587845.8
1982-09-30,5451422.3,931322.8,6674574.3,2665581.4,4633757.0,369687.7,4656013.1,42410302.7,2639165.3,593677.0,3831633.0,19767572.0,6300815.0,33240710.099999998,1334865.2,3248223.3,2053724.5,26476876.7,850996.9,520968.10000000003,549628.6,249258.1,535363.8,8965171.8,9212753.1,11912230.5,3977281.3,3992421.9,2666227.8000000003,9990567.6,1088586.6,2169752.1,25358377.1
1982-10-31,5731555.2,1006858.4,6968433.0,2957505.1,4976315.6,308237.7,5130415.8,44454910.7,2809406.5,677016.8,3689561.2,19635273.1,7168478.3,38947210.7,1327325.3,3346673.2,2204482.7,25835657.6,923434.0,528867.2,611532.2,253749.7,614237.8,9380354.4,10850567.0,12716309.1,3916774.5,4367369.3,3116838.5,11480207.0,1106804.0,2338035.9,28194468.5
1982-11-30,6091637.0,1079693.8,7323676.3,3528467.4,5350926.2,303096.0,5539424.8,45911549.8,2957225.4,704146.4,4123838.7,20562342.7,7359332.2,43344432.4,1417308.0,3495788.4,2306201.1,26069194.7,939133.1,534603.3,622021.2,289029.9,750231.2,9652863.6,12149665.9,12782363.7,4131466.0,4667246.8,3748944.9,12359013.1,1149484.8,2436035.4,30101442.3
1982-12-31,6449574.6,1148212.1,7800763.4,3621541.4,5634961.9,389309.2,5773409.7,46070620.0,3162224.1,766521.9,4448298.1,22076203.7,7901298.6,51096631.7,1536825.9,3519846.5,2454480.6,26408482.1,1005752.3,522876.5,674869.0,316237.0,807656.1,10227417.7,13686759.4,13477991.6,4490708.6,4681656.3,3949111.5,13977972.6,1184559.7,2497637.0,33184696.9
1983-01-31,6461593.6,1160449.5,7927283.8,3866913.7,5861560.0,442434.2,6012797.0,46332447.0,3155388.5,782632.3,4614570.4,23112985.0,8389908.8,51564126.3,1552541.5,3621265.2,2424692.7,26935832.8,1000714.5,571764.2,678088.3,331110.4,833858.9,10088344.9,13693477.5,13303762.6,4730581.7,4663636.0,4012965.5,14025839.3,1241930.9,2541944.3,31918037.7
1983-02-28,6160183.1,1069951.2,7414938.5,3514835.6999999997,5521494.4,376480.0,5804637.8,44339227.1,2947565.4,763358.8,4291163.6,21547888.7,7844716.2,50253524.8,1479059.4,3371242.5,2287449.7,25701849.2,932146.1,531263.0,639379.7,312327.2,759699.0,9367539.4,12855702.0,12442769.4,4297064.7,4417300.2,3731624.1,13546293.0,1164614.2,2393583.9,31438368.9
1983-03-31,6340786.7,1074866.2,7695482.5,3402619.1,5676406.5,367308.5,5946843.1,46245425.9,3055274.3,789192.9,4175022.1,20957900.6,7956452.6,47030974.1,1474217.3,3493023.3,2331279.3,27028148.3,954594.7,567172.7,662777.3,302016.60000000003,733372.7,9753490.4,12743598.7,13207234.8,4135958.9,4611832.7,3650105.6,13520294.7,1208229.4,2497764.6,31347448.5
1983-04-30,5568295.3,961253.4,6985247.3,2792076.4,5029634.0,293944.3,5176199.0,42185398.5,2682852.0,653120.6,3478550.6,19320061.2,6747945.0,40767446.6,1292620.8,3194323.9,2169190.4,23882976.4,853531.1,519174.5,570088.7,253825.80000000002,608710.5,8869369.0,10621985.2,11835611.5,3911645.6,4027987.1,2997887.6,11200236.9,1076536.0,2216064.9,28448923.9
1983-05-31,5460892.4,930461.4,6926109.3,2632805.3,4993472.5,304073.3,5043907.3,42380259.4,2652524.6,604441.9,3598827.1,19670853.8,6284869.3,36897959.6,1300520.8,3228696.2,2106422.8,25068786.6,848309.6,527044.2,546999.6,240320.0,553994.8,8968276.9,9462763.2,11876788.4,4008504.4,4034337.8,2758059.1,10088186.9,1099845.2,2225767.5,27002964.6
1983-06-30,5349889.8,910533.7,6633141.4,2647865.5,4658984.5,324177.0,4729026.8,40854953.3,2568359.4,543314.8,3738316.9,19958793.0,5674324.1,32876320.3,1275536.6,3199452.3,1985978.4,25180945.0,811773.9,502275.4,511445.5,246986.2,539466.8,8796529.7,8556741.9,11513925.2,3869887.0,3935643.9,2686243.3,9350867.6,1080548.6,2144083.0,24614894.0
1983-07-31,5494267.2,966531.0,6486387.5,2818508.1,4662352.3,402724.3,4522364.0,42242824.3,2441230.9,547545.6,4483795.4,21189566.4,5767526.9,34395046.9,1497283.4,3370327.8,2033339.1,29722835.3,838240.4,529765.5,533113.0,283937.9,558215.4,9058429.5,8117560.8,11906260.2,4019520.0,4056326.1,2761881.7,8678826.3,1114627.0,2163183.2,25016163.4
1983-08-31,5361416.3,965077.2,6588512.2,2786112.7,4590407.1,404081.1,4593125.6,41880070.9,2627946.4,577017.1,3903931.1,19762875.5,6113954.3,31549380.9,1433692.5,3204903.8,2060298.4,23614188.4,863206.4,463826.4,551772.0,279429.8,550708.9,8988778.6,8546807.1,11832232.1,3837553.9,3957570.4,2726994.6,9407407.5,1063451.8,2154312.1,24862231.4
1983-09-30,5450648.3,933507.6,6679323.1,2671116.1,4658319.1,345967.4,4703264.6,42372925.6,2659000.3,590002.2,3660280.4,20256658.4,6239077.8,33172849.7,1311832.6,3219594.7,2055065.5,25930229.8,856598.5,519661.4,549645.9,245730.7,542317.4,8935335.9,9074810.8,11962963.3,3994162.0,3968452.9,2737466.0,9929505.0,1077456.1,2170236.4,25381196.2
1983-10-31,5743937.3,1026662.1,6987898.5,3073755.7,4932980.7,290020.5,5199912.4,44174810.2,2849041.7,663432.0,3709666.7,19658525.7,7088039.5,38746851.3,1340293.6,3369979.6,2202273.8,25734516.9,921323.6,532818.4,603383.2,263057.6,652467.5,9429889.2,10977248.8,12748317.6,3931951.9,4440926.5,3273983.1,11449383.4,1097725.7,2359242.7,28022001.3
1983-11-30,6249549.9,1119716.6,7463300.4,3659430.9,5318877.5,296612.2,5705008.9,46487626.4,3001951.9,741674.3,4165896.6999999997,19880593.6,7962877.4,45116789.2,1487189.3,3587855.3,2286463.7,26282476.0,954816.1,536848.7,640243.2,302663.7,765174.4,9718589.0,12542773.9,13016679.2,3991995.9,4770798.9,3875678.6,13058026.5,1184616.6,2509091.2,30432942.4
1983-12-31,6564414.2,1201073.6,7739639.2,3937097.6,5717216.5,363572.8,6029559.7,46634392.5,3203982.1,801874.0,4588203.0,21405857.9,8380218.0,51801944.4,1613674.7,3607589.6,2358349.4,26374853.3,1019061.4,520880.6,690964.1,337376.2,866676.0,10178082.1,14017706.8,13618387.1,4317375.3,5002784.6,4210640.2,14488968.3,1211442.2,2579297.1,31661531.4
1984-01-31,6647985.8,1170478.2,8090151.9,3868865.1,6000206.7,399119.9,6238032.0,47241867.0,3288371.0,814777.0,4493799.3,22720941.8,8779460.6,53179666.4,1598933.0,3699000.9,2517777.1,27250559.9,1022369.7,574601.1,697229.7,329977.6,834501.2,10279269.7,15053533.1,13561679.1,4674863.1,4779794.8,4109849.4,15500993.2,1280849.4,2600538.2,34072834.3
1984-02-29,6354229.2,1098772.8,7553270.8,3725773.6,5747339.0,345133.0,6003630.9,45546693.3,3060844.0,782962.2,4303755.3,21733740.7,7825882.6,50528418.9,1522115.6,3491769.9,2301983.0,26584933.6,967571.9,548429.0,663638.1,315385.1,766088.4,9632399.7,12890060.1,12872377.2,4331519.6,4683770.9,3912730.4,13425518.1,1202131.4,2485419.0,31714769.5
1984-03-31,6488409.2,1113877.7,7790548.0,3740742.8,5927908.3,337312.4,6070888.9,46489786.4,3148927.0,793779.3,4275313.5,22871104.8,8045355.1,50137292.1,1510743.6,3544307.3,2388745.0,27226469.1,961384.9,566663.1,667292.3,312894.4,769529.2,9801146.2,13153401.7,13319918.1,4448562.4,4830576.2,3894866.0,13946558.5,1222570.1,2542270.7,32402289.7
1984-04-30,5652252.9,991677.7,6976702.1,3039957.8,5100511.9,295102.7,5242653.2,42001951.4,2664262.9,643001.9,3612415.3,18728559.9,6826290.9,40015775.2,1316454.6,3184011.4,2109669.3,23890183.5,842333.0,518561.6,560431.4,269752.0,665838.8,8895607.1,10553247.9,11816209.6,3736540.6,4221208.4,3188627.1,11052832.5,1084509.7,2226388.3,27501143.0
